Fake_Id,Designation,Recruitment_Type,Account_code,Avg_In_Tim,Avg_Out_Tim,Avg_Office_hr,Avg_Bay_hr,Avg_Break_hr,Avg_Cafeteria,Avg_OOO_hr,Unbilled,Half_Day,Full_Day,Online_Checkin,Exemptions,Unallocated,avg_in_time_hr,avg_office_hours,avg_break_hours,avg_ooo_hours,total_leaves,unbilled_flag,unallocated_flag,bay_hours,cafeteria_hours,efficiency,break_utilization,punctuality,absenteeism_days,burnout_hours,Cluster,Behavior_Type,Name
155,TDS,Campus 2024,Engineering Improvement,11:53:22,21:09:53,9:16:48,7:30:09,1:46:38,0:10:49,1:35:48,Unbilled,1,5,0,1,No,11.883333333333333,9.266666666666667,1.7666666666666666,1.5833333333333337,6,1,0,7.5,0.1666666666666666,80.93525179856115,0.1906474820143884,2.883333333333333,5.5,0.2666666666666675,1,Late Starter,Eddie King
226,TDS,Campus 2024,Coles,11:20:13,20:47:36,9:27:08,7:30:08,1:56:59,0:10:12,1:46:47,Unbilled,0,8,0,10,No,11.333333333333334,9.45,1.9333333333333331,1.7666666666666666,8,1,0,7.5,0.1666666666666666,79.36507936507937,0.2045855379188712,2.333333333333334,8,0.4499999999999993,1,Late Starter,Jeffrey Bowen
1360,TDS,Campus-2023,Mars,12:24:04,21:42:33,9:17:02,7:30:07,1:46:54,1:17:05,0:29:49,Unbilled,2,49,0,21,Yes,12.4,9.283333333333331,1.7666666666666666,0.4833333333333333,51,1,1,7.5,1.2833333333333332,80.78994614003591,0.1903052064631956,3.4000000000000004,50,0.2833333333333332,0,Consistent Performer,Kristen Johnson
690,TDS,Campus-2023,NCLH,13:22:55,22:31:08,9:09:06,7:29:58,1:39:07,0:36:37,1:02:29,Billed,2,6,0,14,No,13.366666666666667,9.15,1.65,1.0333333333333334,8,0,0,7.483333333333333,0.6,81.78506375227687,0.180327868852459,4.366666666666667,7,0.1500000000000003,1,Late Starter,Daniel Bailey
781,AL,Campus-2021,Mars,12:01:25,21:26:03,9:24:30,7:29:57,1:54:33,0:57:05,0:57:28,Unbilled,1,12,0,14,Yes,12.016666666666667,9.4,1.9,0.95,13,1,1,7.483333333333333,0.95,79.60992907801419,0.202127659574468,3.0166666666666675,12.5,0.4000000000000003,0,Consistent Performer,Melissa Jones
901,TDS,Campus-2022,Mars,12:18:53,21:26:26,9:07:33,7:29:56,1:37:37,0:25:58,1:11:38,Unbilled,4,12,0,18,No,12.3,9.116666666666667,1.6166666666666667,1.1833333333333331,16,1,0,7.483333333333333,0.4166666666666667,82.08409506398537,0.1773308957952468,3.3000000000000007,14,0.1166666666666671,1,Late Starter,Scott Clark
377,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:07:30,21:26:06,9:20:35,7:29:53,1:50:41,0:53:55,0:56:46,Billed,1,5,0,5,No,12.116666666666667,9.333333333333334,1.8333333333333333,0.9333333333333332,6,0,0,7.483333333333333,0.8833333333333333,80.17857142857142,0.1964285714285714,3.116666666666667,5.5,0.3333333333333339,1,Late Starter,Dr. Jennifer Hodge
578,TDS,Campus-2023,Loyalty Pacific,8:43:43,17:47:39,9:03:48,7:29:49,1:33:59,0:32:20,1:01:38,Billed,0,13,0,0,No,8.716666666666667,9.05,1.55,1.0166666666666666,13,0,0,7.483333333333333,0.5333333333333333,82.68876611418047,0.1712707182320441,0.2833333333333332,13,0.0500000000000007,2,Erratic / At-Risk,Paula Morales
987,TDS,Campus-2022,Southwest,11:57:49,20:58:10,9:00:32,7:29:48,1:30:44,0:33:37,0:57:07,Unbilled,0,11,7,13,No,11.95,9,1.5,0.95,11,1,0,7.483333333333333,0.55,83.14814814814815,0.1666666666666666,2.9499999999999997,11,0,1,Late Starter,Angel Hernandez
1230,TDS,Ragnarok TDS2,Novartis,10:17:43,19:17:13,8:59:12,7:29:39,1:29:33,0:39:53,0:49:39,Billed,1,22,6,16,No,10.283333333333331,8.983333333333333,1.4833333333333334,0.8166666666666667,23,0,0,7.483333333333333,0.65,83.30241187384046,0.1651205936920222,1.2833333333333332,22.5,0,2,Erratic / At-Risk,Antonio Miles
1062,TDS,Campus-2023,Loyalty Pacific,9:17:53,18:18:55,9:01:15,7:29:35,1:31:40,0:14:28,1:17:11,Billed,4,17,0,15,No,9.283333333333331,9.016666666666667,1.5166666666666666,1.2833333333333332,21,0,0,7.483333333333333,0.2333333333333333,82.99445471349352,0.1682070240295748,0.2833333333333332,19,0.0166666666666674,2,Erratic / At-Risk,Theodore Snyder
1343,AL,Campus-2019,Mars,11:46:06,20:56:50,9:10:46,7:29:35,1:41:10,0:41:31,0:59:39,Unbilled,2,13,0,19,No,11.766666666666667,9.166666666666666,1.6833333333333331,0.9833333333333332,15,1,0,7.483333333333333,0.6833333333333333,81.63636363636364,0.1836363636363636,2.7666666666666675,14,0.166666666666666,1,Late Starter,Mary Alexander
537,TDS,Campus-2022,Walmart,12:32:39,22:10:31,9:39:07,7:29:34,2:09:33,1:00:07,1:09:26,Billed,3,12,0,9,No,12.533333333333331,9.65,2.15,1.15,15,0,0,7.483333333333333,1,77.54749568221071,0.2227979274611398,3.533333333333333,13.5,0.6500000000000004,1,Late Starter,Kimberly Castro
1148,TDS,Campus-2022,SABIC,11:59:28,21:59:52,10:00:30,7:29:29,2:31:00,1:09:55,1:21:04,Billed,1,12,1,7,No,11.983333333333333,10,2.5166666666666666,1.35,13,0,0,7.483333333333333,1.15,74.83333333333333,0.2516666666666666,2.9833333333333325,12.5,1,3,Silent Overworker,Nicole Lewis
1199,TDS,Campus 2024,Abbvie,10:30:59,19:34:25,9:03:08,7:29:28,1:33:39,0:41:26,0:52:13,Unbilled,4,33,0,7,No,10.5,9.05,1.55,0.8666666666666667,37,1,0,7.483333333333333,0.6833333333333333,82.68876611418047,0.1712707182320441,1.5,35,0.0500000000000007,2,Erratic / At-Risk,Ryan Bennett
460,TDS,Campus-2023,"Gilead Sciences, Inc.",11:59:29,21:22:42,9:22:58,7:29:22,1:53:36,0:38:11,1:15:24,Unbilled,0,6,0,7,No,11.983333333333333,9.366666666666667,1.8833333333333333,1.25,6,1,0,7.483333333333333,0.6333333333333333,79.89323843416369,0.2010676156583629,2.9833333333333325,6,0.3666666666666671,1,Late Starter,Janet Nguyen
1319,AL,Campus-2020,Walmart,14:04:43,23:17:16,9:13:20,7:29:15,1:44:05,0:16:16,1:27:49,Unbilled,3,19,23,32,No,14.066666666666666,9.216666666666669,1.7333333333333334,1.45,22,1,0,7.483333333333333,0.2666666666666666,81.19349005424955,0.1880650994575045,5.066666666666666,20.5,0.2166666666666667,1,Late Starter,Jared Grant
938,AL,Campus-2021,RECURSION,13:12:15,22:37:44,9:24:54,7:29:11,1:55:42,0:29:48,1:25:53,Billed,3,16,0,21,No,13.2,9.4,1.9166666666666663,1.4166666666666667,19,0,0,7.483333333333333,0.4833333333333333,79.60992907801419,0.2039007092198581,4.199999999999999,17.5,0.4000000000000003,1,Late Starter,William Osborne
1109,AL,Campus-2020,Mars,12:33:22,22:14:19,9:40:29,7:29:10,2:11:19,0:22:58,1:48:20,Unbilled,4,8,0,38,No,12.55,9.666666666666666,2.183333333333333,1.8,12,1,0,7.483333333333333,0.3666666666666666,77.41379310344828,0.2258620689655172,3.5500000000000007,10,0.6666666666666661,3,Silent Overworker,Gabriela Williams
828,AL,Campus-2021,Southwest,12:04:00,21:43:51,9:40:08,7:29:08,2:10:59,0:29:57,1:41:01,Unbilled,1,9,1,22,No,12.066666666666666,9.666666666666666,2.1666666666666665,1.6833333333333331,10,1,0,7.483333333333333,0.4833333333333333,77.41379310344828,0.2241379310344827,3.0666666666666664,9.5,0.6666666666666661,3,Silent Overworker,Michelle Stafford
676,TDS,Campus-2022,Bristol-Myers Squibb,12:34:46,22:10:47,9:35:31,7:28:54,2:06:36,0:54:40,1:11:56,Billed,3,9,0,20,No,12.566666666666666,9.583333333333334,2.1,1.1833333333333331,12,0,0,7.466666666666667,0.9,77.91304347826087,0.2191304347826086,3.5666666666666664,10.5,0.5833333333333339,1,Late Starter,Jonathan Alvarado
48,TDS,Campus 2024,Bristol-Myers Squibb,11:19:06,21:03:20,9:44:02,7:28:49,2:15:12,0:15:02,2:00:10,Unbilled,0,3,0,7,No,11.316666666666666,9.733333333333333,2.25,2,3,1,0,7.466666666666667,0.25,76.7123287671233,0.2311643835616438,2.3166666666666664,3,0.7333333333333325,3,Silent Overworker,Monica Griffith
748,TDS,Campus 2024,T Mobile,12:54:08,21:58:56,9:05:30,7:28:42,1:36:48,0:37:19,0:59:29,Billed,2,3,0,32,No,12.9,9.083333333333334,1.6,0.9833333333333332,5,0,0,7.466666666666667,0.6166666666666667,82.20183486238531,0.1761467889908257,3.9,4,0.0833333333333339,1,Late Starter,Larry Jackson
709,TDS,Campus 2024,Chevron India,12:15:24,21:25:28,9:10:50,7:28:35,1:42:15,1:04:42,0:37:33,Billed,0,10,0,11,No,12.25,9.166666666666666,1.7,0.6166666666666667,10,0,0,7.466666666666667,1.0666666666666669,81.45454545454545,0.1854545454545454,3.25,10,0.166666666666666,1,Late Starter,Michael Ferguson
878,TDS,Campus-2023,Microsoft,13:50:48,23:01:16,9:10:55,7:28:30,1:42:25,0:58:03,0:44:21,Billed,6,11,2,22,No,13.833333333333334,9.166666666666666,1.7,0.7333333333333333,17,0,0,7.466666666666667,0.9666666666666668,81.45454545454545,0.1854545454545454,4.833333333333334,14,0.166666666666666,1,Late Starter,Thomas Barajas
1292,TDS,Ragnarok TDS2,Harman,11:15:17,20:24:03,9:07:23,7:28:23,1:39:00,0:22:16,1:16:43,Unbilled,25,29,0,6,Yes,11.25,9.116666666666667,1.65,1.2666666666666666,54,1,1,7.466666666666667,0.3666666666666666,81.90127970749542,0.1809872029250457,2.25,41.5,0.1166666666666671,0,Consistent Performer,Anthony Taylor
694,TDS,Campus 2024,Bristol-Myers Squibb,11:41:08,20:51:40,9:11:20,7:28:14,1:43:06,0:23:58,1:19:07,Billed,6,8,0,11,No,11.683333333333334,9.183333333333334,1.7166666666666668,1.3166666666666669,14,0,0,7.466666666666667,0.3833333333333333,81.30671506352087,0.1869328493647913,2.6833333333333336,11,0.1833333333333335,1,Late Starter,Gabrielle Molina
1219,TDS,Campus-2022,Home Depot,13:17:58,22:24:57,9:06:18,7:28:14,1:38:03,0:22:57,1:15:06,Billed,0,23,0,43,No,13.283333333333331,9.1,1.6333333333333333,1.25,23,0,0,7.466666666666667,0.3666666666666666,82.05128205128206,0.1794871794871795,4.283333333333333,23,0.0999999999999996,1,Late Starter,Shannon Jennings
481,TDS,Ragnarok TDS2,CHEVRON U.S.A. INC.,13:10:32,22:13:16,9:02:50,7:28:13,1:34:37,0:34:58,0:59:38,Billed,2,5,0,7,No,13.166666666666666,9.033333333333331,1.5666666666666669,0.9833333333333332,7,0,0,7.466666666666667,0.5666666666666667,82.65682656826569,0.1734317343173431,4.166666666666666,6,0.0333333333333332,1,Late Starter,Charles Oliver
115,TDS,Campus 2024,Loyalty Pacific,9:36:09,18:50:31,9:14:09,7:28:08,1:46:00,0:53:09,0:52:50,Billed,0,2,0,0,No,9.6,9.233333333333333,1.7666666666666666,0.8666666666666667,2,0,0,7.466666666666667,0.8833333333333333,80.8664259927798,0.1913357400722021,0.5999999999999996,2,0.2333333333333325,2,Erratic / At-Risk,Eric Small
1100,TDS,Campus-2023,Home Depot,12:23:41,21:39:24,9:14:40,7:28:06,1:46:33,0:39:03,1:07:30,Billed,1,17,0,24,No,12.383333333333333,9.233333333333333,1.7666666666666666,1.1166666666666667,18,0,0,7.466666666666667,0.65,80.8664259927798,0.1913357400722021,3.383333333333333,17.5,0.2333333333333325,1,Late Starter,Steven Hayden
798,TDS,Campus-2023,Roku,13:08:53,22:33:13,9:25:04,7:27:59,1:57:05,0:19:57,1:37:07,Unbilled,1,11,0,17,Yes,13.133333333333333,9.416666666666666,1.95,1.6166666666666667,12,1,1,7.45,0.3166666666666666,79.11504424778761,0.2070796460176991,4.133333333333333,11.5,0.4166666666666661,0,Consistent Performer,Tamara Acosta
638,TDS,Campus-2023,Loyalty Pacific,8:36:44,17:43:53,9:06:59,7:27:57,1:39:02,0:22:57,1:16:04,Billed,0,16,0,1,No,8.6,9.1,1.65,1.2666666666666666,16,0,0,7.45,0.3666666666666666,81.86813186813188,0.1813186813186813,0.4000000000000003,16,0.0999999999999996,2,Erratic / At-Risk,Juan Evans
962,TDS,Campus-2022,Chevron India,12:21:24,21:39:37,9:18:10,7:27:54,1:50:15,0:47:05,1:03:09,Billed,3,15,0,17,No,12.35,9.3,1.8333333333333333,1.05,18,0,0,7.45,0.7833333333333333,80.10752688172043,0.1971326164874552,3.35,16.5,0.3000000000000007,1,Late Starter,Bill Fernandez
708,TDS,Campus-2023,Envista,13:50:02,23:11:42,9:22:22,7:27:52,1:54:30,0:45:45,1:08:45,Billed,0,7,1,21,No,13.833333333333334,9.366666666666667,1.9,1.1333333333333333,7,0,0,7.45,0.75,79.5373665480427,0.2028469750889679,4.833333333333334,7,0.3666666666666671,1,Late Starter,Terry Hancock Jr.
756,TDS,Campus-2022,Mars,12:27:11,21:46:30,9:19:39,7:27:50,1:51:49,0:52:13,0:59:36,Billed,6,9,0,11,No,12.45,9.316666666666666,1.85,0.9833333333333332,15,0,0,7.45,0.8666666666666667,79.96422182468694,0.1985688729874776,3.4499999999999997,12,0.3166666666666664,1,Late Starter,Jacob Watkins
219,TDS,Campus 2024,J&J Inc,12:37:55,21:57:02,9:18:45,7:27:48,1:50:57,0:31:46,1:19:10,Unbilled,1,9,0,1,No,12.616666666666667,9.3,1.8333333333333333,1.3166666666666669,10,1,0,7.45,0.5166666666666667,80.10752688172043,0.1971326164874552,3.616666666666667,9.5,0.3000000000000007,1,Late Starter,Alexis Stafford
834,TDS,Campus-2023,Home Depot,12:36:19,21:42:25,9:06:05,7:27:39,1:38:25,0:45:05,0:53:20,Unbilled,3,10,1,25,No,12.6,9.1,1.6333333333333333,0.8833333333333333,13,1,0,7.45,0.75,81.86813186813188,0.1794871794871795,3.6,11.5,0.0999999999999996,1,Late Starter,Michelle Smith
461,TDS,Ragnarok TDS2,Abbott Laboratories,13:04:57,22:45:44,9:41:20,7:27:35,2:13:45,0:49:52,1:23:52,Billed,5,11,0,10,No,13.066666666666666,9.683333333333334,2.216666666666667,1.3833333333333333,16,0,0,7.45,0.8166666666666667,76.93631669535283,0.2289156626506024,4.066666666666666,13.5,0.6833333333333336,3,Silent Overworker,Amy Caldwell
1130,AL,Ragnarok TDS2,T Mobile,12:45:00,21:58:58,9:13:22,7:27:27,1:45:54,0:48:43,0:57:10,Billed,3,8,0,39,No,12.75,9.216666666666669,1.75,0.95,11,0,0,7.45,0.8,80.83182640144666,0.1898734177215189,3.75,9.5,0.2166666666666667,1,Late Starter,Barbara Maddox
260,TDS,Campus 2024,Home Depot,12:21:54,21:36:42,9:13:33,7:27:25,1:46:08,0:49:48,0:56:19,Unbilled,5,6,0,6,No,12.35,9.216666666666669,1.7666666666666666,0.9333333333333332,11,1,0,7.45,0.8166666666666667,80.83182640144666,0.1916817359855334,3.35,8.5,0.2166666666666667,1,Late Starter,Michelle Weiss
380,TDS,Campus 2024,Abbvie,12:27:03,21:28:08,9:03:06,7:27:25,1:35:41,0:33:10,1:02:30,Unbilled,1,6,0,6,No,12.45,9.05,1.5833333333333337,1.0333333333333334,7,1,0,7.45,0.55,82.32044198895028,0.1749539594843462,3.4499999999999997,6.5,0.0500000000000007,1,Late Starter,Richard Frederick
1316,TDS,Ragnarok TDS2,J&J Inc,12:05:24,21:27:12,9:22:30,7:27:24,1:55:05,0:18:09,1:36:56,Billed,1,16,0,52,No,12.083333333333334,9.366666666666667,1.9166666666666663,1.6,17,0,0,7.45,0.3,79.5373665480427,0.2046263345195729,3.083333333333334,16.5,0.3666666666666671,1,Late Starter,Terri Robinson DDS
294,TDS,Campus 2024,Abbvie,12:10:24,21:40:55,9:30:24,7:27:08,2:03:15,0:40:25,1:22:50,Unbilled,5,9,0,6,Yes,12.166666666666666,9.5,2.05,1.3666666666666667,14,1,1,7.45,0.6666666666666666,78.42105263157895,0.2157894736842105,3.166666666666666,11.5,0.5,0,Consistent Performer,Tonya Whitaker
823,TDS,Campus 2024,ADM,13:04:12,22:15:25,9:10:57,7:27:04,1:43:52,0:07:39,1:36:13,Billed,0,5,0,20,No,13.066666666666666,9.166666666666666,1.7166666666666668,1.6,5,0,0,7.45,0.1166666666666666,81.27272727272728,0.1872727272727272,4.066666666666666,5,0.166666666666666,1,Late Starter,Chelsea Avila
1055,TDS,Campus-2023,J&J Inc,12:46:31,21:42:18,8:55:11,7:27:04,1:28:06,0:18:09,1:09:56,Billed,2,11,0,27,No,12.766666666666667,8.916666666666666,1.4666666666666668,1.15,13,0,0,7.45,0.3,83.55140186915888,0.1644859813084112,3.766666666666668,12,0,1,Late Starter,Victoria Williams
495,TDS,Campus 2024,NCLH,12:22:33,21:37:33,9:15:03,7:26:59,1:48:03,0:37:48,1:10:14,Unbilled,0,8,0,12,No,12.366666666666667,9.25,1.8,1.1666666666666667,8,1,0,7.433333333333334,0.6166666666666667,80.36036036036036,0.1945945945945946,3.366666666666667,8,0.25,1,Late Starter,Michelle Haas
839,TDS,Campus-2022,Mars,12:17:48,21:26:32,9:08:22,7:26:53,1:41:28,0:25:45,1:15:43,Billed,0,5,0,23,No,12.283333333333331,9.133333333333333,1.6833333333333331,1.25,5,0,0,7.433333333333334,0.4166666666666667,81.38686131386862,0.1843065693430657,3.283333333333333,5,0.1333333333333328,1,Late Starter,Katherine Chan
267,TDS,Campus-2022,Abbvie,12:42:12,21:59:00,9:17:06,7:26:52,1:50:13,0:26:58,1:23:15,Billed,3,4,0,7,No,12.7,9.283333333333331,1.8333333333333333,1.3833333333333333,7,0,0,7.433333333333334,0.4333333333333333,80.07181328545782,0.1974865350089766,3.6999999999999993,5.5,0.2833333333333332,1,Late Starter,Dana Bryant
1314,TDS,Campus 2024,Microsoft,13:33:23,22:41:27,9:08:30,7:26:50,1:41:40,0:09:08,1:32:32,Billed,1,19,0,7,No,13.55,9.133333333333333,1.6833333333333331,1.5333333333333332,20,0,0,7.433333333333334,0.15,81.38686131386862,0.1843065693430657,4.550000000000001,19.5,0.1333333333333328,1,Late Starter,David Garcia
1034,TDS,Campus-2023,NCLH,12:55:42,22:03:05,9:07:09,7:26:48,1:40:20,0:24:47,1:15:33,Billed,0,16,0,25,No,12.916666666666666,9.116666666666667,1.6666666666666663,1.25,16,0,0,7.433333333333334,0.4,81.53564899451554,0.1828153564899451,3.916666666666666,16,0.1166666666666671,1,Late Starter,Jennifer Mills
1276,TDS,Campus-2022,Home Depot,12:04:03,21:18:30,9:14:24,7:26:39,1:47:44,0:48:10,0:59:34,Billed,0,20,1,38,No,12.066666666666666,9.233333333333333,1.7833333333333332,0.9833333333333332,20,0,0,7.433333333333334,0.8,80.50541516245488,0.1931407942238267,3.0666666666666664,20,0.2333333333333325,1,Late Starter,Jacob Reed
474,TDS,Campus-2023,CHEVRON U.S.A. INC.,12:48:09,21:59:24,9:11:11,7:26:36,1:44:34,0:33:18,1:11:16,Billed,1,8,0,4,No,12.8,9.183333333333334,1.7333333333333334,1.1833333333333331,9,0,0,7.433333333333334,0.55,80.94373865698729,0.1887477313974591,3.8000000000000007,8.5,0.1833333333333335,1,Late Starter,Helen Roberts
899,TDS,Campus-2023,Walmart,12:25:54,21:50:27,9:24:00,7:26:23,1:57:36,1:22:05,0:35:30,Unbilled,0,12,2,21,No,12.416666666666666,9.4,1.95,0.5833333333333334,12,1,0,7.433333333333334,1.3666666666666667,79.07801418439716,0.2074468085106383,3.416666666666666,12,0.4000000000000003,1,Late Starter,Hunter Lester
207,TDS,Campus 2024,Loyalty Pacific,9:04:56,18:26:13,9:21:12,7:26:11,1:55:01,0:55:10,0:59:51,Billed,2,6,0,3,No,9.066666666666666,9.35,1.9166666666666663,0.9833333333333332,8,0,0,7.433333333333334,0.9166666666666666,79.50089126559715,0.2049910873440285,0.0666666666666664,7,0.3499999999999996,2,Erratic / At-Risk,Kari Espinoza
847,TDS,Campus-2023,Southwest,12:54:00,22:18:13,9:25:50,7:26:11,1:59:39,0:45:20,1:14:19,Billed,0,13,1,19,No,12.9,9.416666666666666,1.9833333333333332,1.2333333333333334,13,0,0,7.433333333333334,0.75,78.93805309734515,0.2106194690265486,3.9,13,0.4166666666666661,1,Late Starter,Erika Ray
1186,TDS,Ragnarok TDS2,Coles,8:31:27,18:09:33,9:38:33,7:26:08,2:12:25,0:28:55,1:43:29,Unbilled,0,3,4,29,No,8.516666666666667,9.633333333333333,2.2,1.7166666666666668,3,1,0,7.433333333333334,0.4666666666666667,77.16262975778547,0.2283737024221453,0.4833333333333325,3,0.6333333333333329,2,Erratic / At-Risk,Tina Hall
505,TDS,Campus-2022,Loyalty Pacific,8:40:46,17:59:20,9:18:50,7:26:07,1:52:43,1:03:08,0:49:34,Billed,2,5,0,20,No,8.666666666666666,9.3,1.8666666666666667,0.8166666666666667,7,0,0,7.433333333333334,1.05,79.92831541218638,0.2007168458781361,0.3333333333333339,6,0.3000000000000007,2,Erratic / At-Risk,Jermaine Thompson
1167,TDS,Campus-2022,CHEVRON U.S.A. INC.,12:58:55,22:06:45,9:09:22,7:26:07,1:43:15,0:40:56,1:02:19,Unbilled,3,21,1,29,No,12.966666666666669,9.15,1.7166666666666668,1.0333333333333334,24,1,0,7.433333333333334,0.6666666666666666,81.23861566484517,0.1876138433515482,3.966666666666667,22.5,0.1500000000000003,1,Late Starter,Harold Morales
738,TDS,Campus-2023,Microsoft,13:40:56,22:51:40,9:10:28,7:26:05,1:44:23,0:50:39,0:53:44,Billed,2,4,0,22,No,13.666666666666666,9.166666666666666,1.7333333333333334,0.8833333333333333,6,0,0,7.433333333333334,0.8333333333333334,81.09090909090911,0.1890909090909091,4.666666666666666,5,0.166666666666666,1,Late Starter,Tyrone Moore
89,TDS,Campus 2024,Bristol-Myers Squibb,12:00:34,21:33:34,9:32:57,7:25:58,2:06:58,0:52:31,1:14:27,Unbilled,0,5,0,6,No,12,9.533333333333331,2.1,1.2333333333333334,5,1,0,7.416666666666667,0.8666666666666667,77.7972027972028,0.2202797202797203,3,5,0.5333333333333332,1,Late Starter,Anna Pearson
754,TDS,Campus-2022,Home Depot,12:33:26,21:50:53,9:17:25,7:25:51,1:51:34,0:56:55,0:54:39,Billed,3,7,0,22,No,12.55,9.283333333333331,1.85,0.9,10,0,0,7.416666666666667,0.9333333333333332,79.89228007181329,0.1992818671454219,3.5500000000000007,8.5,0.2833333333333332,1,Late Starter,Leah Chase
1421,TDS,Campus-2022,Miscellaneous,12:29:07,21:41:28,9:10:30,7:25:50,1:44:39,1:02:43,0:41:56,Unbilled,0,131,19,5,Yes,12.483333333333333,9.166666666666666,1.7333333333333334,0.6833333333333333,131,1,1,7.416666666666667,1.0333333333333334,80.90909090909092,0.1890909090909091,3.4833333333333325,131,0.166666666666666,0,Consistent Performer,Jacob Porter
340,TDS,Campus-2023,"Gilead Sciences, Inc.",12:55:08,22:29:41,9:34:28,7:25:45,2:08:43,0:47:00,1:21:42,Billed,0,12,0,10,No,12.916666666666666,9.566666666666666,2.1333333333333333,1.35,12,0,0,7.416666666666667,0.7833333333333333,77.5261324041812,0.2229965156794425,3.916666666666666,12,0.5666666666666664,1,Late Starter,Sandra Shepard
378,TDS,Ragnarok TDS2,Home Depot,12:58:09,22:11:05,9:13:33,7:25:42,1:47:50,0:50:10,0:57:39,Billed,2,4,0,22,No,12.966666666666669,9.216666666666669,1.7833333333333332,0.95,6,0,0,7.416666666666667,0.8333333333333334,80.47016274864376,0.1934900542495479,3.966666666666667,5,0.2166666666666667,1,Late Starter,Rachael Santos
94,TDS,Campus 2024,Dell,12:55:33,22:17:39,9:22:16,7:25:34,1:56:41,0:52:48,1:03:52,Unbilled,8,3,0,7,No,12.916666666666666,9.366666666666667,1.9333333333333331,1.05,11,1,0,7.416666666666667,0.8666666666666667,79.1814946619217,0.2064056939501779,3.916666666666666,7,0.3666666666666671,1,Late Starter,Katie Miranda
617,TDS,Campus 2024,J&J Singapore,11:39:31,20:45:00,9:06:03,7:25:26,1:40:36,0:28:03,1:12:32,Unbilled,0,10,0,4,No,11.65,9.1,1.6666666666666663,1.2,10,1,0,7.416666666666667,0.4666666666666667,81.50183150183152,0.1831501831501831,2.6500000000000004,10,0.0999999999999996,1,Late Starter,Marcus Mccall
1393,TDS,Campus-2022,CHEVRON U.S.A. INC.,12:19:30,21:31:42,9:10:19,7:25:25,1:44:54,0:09:16,1:35:38,Billed,1,65,0,31,No,12.316666666666666,9.166666666666666,1.7333333333333334,1.5833333333333337,66,0,0,7.416666666666667,0.15,80.90909090909092,0.1890909090909091,3.3166666666666664,65.5,0.166666666666666,1,Late Starter,Alyssa Rush
174,TDS,Campus 2024,Mars,12:55:48,22:31:50,9:36:26,7:25:24,2:11:02,0:30:14,1:40:47,Unbilled,7,10,0,6,No,12.916666666666666,9.6,2.183333333333333,1.6666666666666663,17,1,0,7.416666666666667,0.5,77.25694444444446,0.2274305555555555,3.916666666666666,13.5,0.5999999999999996,3,Silent Overworker,Alex Levy
1409,TDS,Campus-2022,Chevron India,13:49:31,22:54:54,9:06:56,7:25:17,1:41:38,0:46:59,0:54:38,Billed,1,29,0,27,No,13.816666666666666,9.1,1.6833333333333331,0.9,30,0,0,7.416666666666667,0.7666666666666667,81.50183150183152,0.184981684981685,4.816666666666666,29.5,0.0999999999999996,1,Late Starter,Stacy Parker
822,TDS,Campus 2024,Bristol-Myers Squibb,12:07:36,21:20:35,9:13:41,7:25:15,1:48:26,1:02:26,0:46:00,Billed,3,15,0,5,No,12.116666666666667,9.216666666666669,1.8,0.7666666666666667,18,0,0,7.416666666666667,1.0333333333333334,80.47016274864376,0.1952983725135623,3.116666666666667,16.5,0.2166666666666667,1,Late Starter,Brandon Lee
717,TDS,Campus 2024,Walmart,13:01:25,21:58:10,8:55:55,7:25:06,1:30:48,0:43:39,0:47:08,Unbilled,7,10,0,4,No,13.016666666666667,8.916666666666666,1.5,0.7833333333333333,17,1,0,7.416666666666667,0.7166666666666667,83.17757009345796,0.1682242990654205,4.016666666666668,13.5,0,1,Late Starter,Robert Esparza
761,TDS,Campus 2024,CHEVRON U.S.A. INC.,12:54:37,22:01:34,9:08:17,7:25:06,1:43:10,0:30:23,1:12:47,Unbilled,6,12,0,18,No,12.9,9.133333333333333,1.7166666666666668,1.2,18,1,0,7.416666666666667,0.5,81.20437956204381,0.187956204379562,3.9,15,0.1333333333333328,1,Late Starter,Michael Hodges
113,TDS,Campus-2022,Mars,12:05:24,21:51:54,9:45:42,7:25:05,2:20:36,0:52:13,1:28:23,Billed,0,9,0,6,No,12.083333333333334,9.75,2.333333333333333,1.4666666666666668,9,0,0,7.416666666666667,0.8666666666666667,76.06837606837608,0.2393162393162393,3.083333333333334,9,0.75,3,Silent Overworker,Patrick Wood
699,TDS,Campus-2022,Mars,12:33:49,21:51:07,9:17:28,7:25:03,1:52:24,0:39:58,1:12:26,Billed,2,6,0,21,No,12.55,9.283333333333331,1.8666666666666667,1.2,8,0,0,7.416666666666667,0.65,79.89228007181329,0.2010771992818671,3.5500000000000007,7,0.2833333333333332,1,Late Starter,Jill Thompson
849,TDS,Ragnarok TDS2,Home Depot,12:33:39,21:26:20,8:52:02,7:25:03,1:26:58,0:14:29,1:12:29,Unbilled,1,9,0,32,No,12.55,8.866666666666667,1.4333333333333331,1.2,10,1,0,7.416666666666667,0.2333333333333333,83.64661654135338,0.1616541353383458,3.5500000000000007,9.5,0,1,Late Starter,Kimberly Cross
